t,x,y,dxdt,dydt
0.0,100.0,100.0,-0.0418,0.0418
1.0,99.95818820170962,100.0417882012875,-0.04182359658076867,0.04177640257499173
2.0,99.91635281177051,100.08355280021851,-0.04184718329743724,0.041752795287040755
3.0,99.8744938400474,100.12529378693073,-0.04187076014877013,0.041729178137374194
4.0,99.83261129640626,100.16701115156302,-0.04189432713352865,0.04170555112721608
5.0,99.79070519071426,100.20870488425552,-0.04191788425047098,0.041681914257787334
6.0,99.74877553283986,100.25037497514957,-0.04194143149835219,0.041658267530305784
7.0,99.70682233265272,100.29202141438772,-0.04196496887592419,0.041634610945986174
8.0,99.6648456000238,100.33364419211374,-0.0419884963819358,0.04161094450604014
9.0,99.62284534482527,100.3752432984726,-0.04201201401513268,0.04158726821167623
10.0,99.58082157693057,100.41681872361049,-0.04203552177425735,0.041563582064099915
11.0,99.53877430621442,100.4583704576748,-0.04205901965804921,0.04153988606451359
12.0,99.49670354255278,100.49989849081412,-0.04208250766524449,0.041516180214116544
13.0,99.45460929582286,100.54140281317822,-0.0421059857945763,0.04149246451410501
14.0,99.41249157590319,100.58288341491811,-0.04212945404477459,0.04146873896567214
15.0,99.37035039267352,100.62434028618596,-0.04215291241456616,0.04144500357000801
16.0,99.32818575601489,100.66577341713511,-0.04217636090267465,0.04142125832829963
17.0,99.28599767580964,100.70718279792013,-0.04219979950782055,0.041397503241730964
18.0,99.24378616194137,100.74856841869673,-0.04222322822872119,0.04137373831148288
19.0,99.20155122429496,100.78993026962185,-0.04224664706409073,0.0413499635387332
20.0,99.1592928727566,100.83126834085354,-0.042270056012640174,0.0413261789246567
21.0,99.11701111721374,100.87258262255108,-0.04229345507307734,0.04130238447042507
22.0,99.07470596755515,100.9138731048749,-0.0423168442441069,0.041278580177206994
23.0,99.03237743367087,100.95513977798659,-0.04234022352443032,0.04125476604616807
24.0,98.99002552545228,100.9963826320489,-0.04236359291274592,0.04123094207847086
25.0,98.94765025279203,101.03760165722578,-0.04238695240774881,0.0412071082752749
26.0,98.90525162558409,101.07879684368228,-0.042410302008130944,0.04118326463773666
27.0,98.86282965372374,101.11996818158465,-0.042433641712581065,0.041159411167009594
28.0,98.82038434710755,101.16111566110028,-0.042456971519784746,0.04113554786424411
29.0,98.77791571563344,101.2022392723977,-0.042480291428424355,0.041111674730587584
30.0,98.73542376920064,101.24333900564659,-0.042503601437179066,0.04108779176718437
31.0,98.69290851770968,101.28441485101777,-0.04252690154472487,0.04106389897517579
32.0,98.65036997106245,101.32546679868321,-0.04255019174973453,0.04103999635570015
33.0,98.60780813916215,101.36649483881601,-0.042573472050877637,0.04101608390989273
34.0,98.56522303191329,101.4074989615904,-0.042596742446820546,0.040992161638885805
35.0,98.52261465922177,101.44847915718175,-0.04262000293622641,0.04096822954380861
36.0,98.47998303099479,101.48943541576655,-0.04264325351775519,0.0409442876257874
37.0,98.43732815714088,101.53036772752242,-0.04266649419006361,0.04092033588594539
38.0,98.39465004756995,101.57127608262809,-0.042689724951805175,0.040896374325402815
39.0,98.35194871219323,101.61216047126342,-0.04271294580163018,0.0408724029452769
40.0,98.30922416092332,101.6530208836094,-0.042736156738185684,0.040848421746681865
41.0,98.26647640367418,101.69385730984811,-0.04275935776011553,0.04082443073072894
42.0,98.2237054503611,101.73466974016274,-0.042782548866060324,0.04080042989852635
43.0,98.18091131090074,101.7754581647376,-0.04280573005465744,0.040776419251179336
44.0,98.13809399521114,101.81622257375808,-0.042828901324541015,0.04075239878979015
45.0,98.09525351321169,101.8569629574107,-0.04285206267434195,0.04072836851545806
46.0,98.05238987482318,101.89767930588307,-0.042875214102687895,0.040704328429279346
47.0,98.00950308996774,101.93837160936388,-0.04289835560820327,0.04068027853234731
48.0,97.96659316856888,101.97903985804294,-0.042921487189509236,0.04065621882575228
49.0,97.92366012055152,102.01968404211111,-0.042944608845223706,0.04063214931058161
50.0,97.88070395584192,102.06030415176036,-0.04296772057396134,0.04060806998791967
51.0,97.83772468436777,102.10090017718375,-0.042990822374333534,0.04058398085884788
52.0,97.79472231605813,102.14147210857539,-0.04301391424494844,0.04055988192444468
53.0,97.75169686084345,102.1820199361305,-0.043036996184410925,0.04053577318578556
54.0,97.70864832865558,102.22254365004537,-0.04306006819132262,0.04051165464394303
55.0,97.66557672942778,102.26304324051733,-0.04308313026428186,0.04048752629998667
56.0,97.6224820730947,102.30351869774482,-0.04310618240188372,0.04046338815498308
57.0,97.5793643695924,102.34397001192731,-0.04312922460272001,0.04043924020999592
58.0,97.53622362885835,102.38439717326536,-0.04315225686537924,0.0404150824660859
59.0,97.49305986083144,102.42480017196056,-0.04317527918844666,0.04039091492431078
60.0,97.44987307545196,102.46517899821558,-0.04319829157050422,0.04036673758572539
61.0,97.40666328266164,102.50553364223413,-0.043221294010130605,0.04034255045138161
62.0,97.36343049240362,102.54586409422099,-0.04324428650590119,0.04031835352232838
63.0,97.32017471462248,102.58617034438196,-0.043267269056388065,0.04029414679961171
64.0,97.27689595926421,102.6264523829239,-0.04329024166016003,0.04026993028427468
65.0,97.23359423627623,102.66671020005472,-0.04331320431578258,0.04024570397735744
66.0,97.19026955560743,102.70694378598336,-0.043336157021817916,0.0402214678798972
67.0,97.14692192720811,102.74715313091977,-0.04335909977682492,0.040197221992928266
68.0,97.10355136103001,102.78733822507498,-0.04338203257935919,0.04017296631748202
69.0,97.06015786702635,102.827499058661,-0.04340495542797299,0.04014870085458691
70.0,97.01674145515176,102.86763562189093,-0.04342786832121529,0.04012442560526849
71.0,96.97330213536233,102.90774790497883,-0.043450771257631735,0.040100140570549406
72.0,96.92983991761564,102.94783589813983,-0.04347366423576465,0.04007584575144937
73.0,96.88635481187067,102.98789959159005,-0.04349654725415305,0.040051541148985195
74.0,96.84284682808793,103.02793897554663,-0.0435194203113326,0.04002722676417081
75.0,96.79931597622935,103.06795404022773,-0.043542283405835665,0.04000290259801722
76.0,96.75576226625834,103.1079447758525,-0.043565136536191255,0.03997856865153254
77.0,96.71218570813978,103.14791117264113,-0.04358797970092507,0.039954224925722
78.0,96.66858631184004,103.18785322081479,-0.04361081289855945,0.03992987142158792
79.0,96.62496408732696,103.22777091059565,-0.04363363612761341,0.03990550814012975
80.0,96.58131904456985,103.26766423220688,-0.04365644938660262,0.03988113508234403
81.0,96.53765119353953,103.30753317587266,-0.043679252674039395,0.03985675224922445
82.0,96.49396054420829,103.34737773181816,-0.04370204598843272,0.03983235964176178
83.0,96.45024710654994,103.3871978902695,-0.04372482932828821,0.03980795726094394
84.0,96.40651089053974,103.42699364145385,-0.04374760269210813,0.039783545107755953
85.0,96.36275190615449,103.46676497559932,-0.043770366078391396,0.03975912318318
86.0,96.31897016337247,103.506511882935,-0.04379311948563355,0.03973469148819536
87.0,96.27516567217349,103.54623435369099,-0.04381586291232678,0.03971025002377847
88.0,96.23133844253884,103.58593237809833,-0.0438385963569599,0.03968579879090288
89.0,96.18748848445135,103.62560594638906,-0.043861319818018364,0.0396613377905393
90.0,96.14361580789534,103.66525504879615,-0.04388403329398424,0.03963686702365557
91.0,96.09972042285668,103.70487967555358,-0.04390673678333623,0.03961238649121668
92.0,96.05580233932274,103.74447981689629,-0.04392943028454965,0.039587896194184756
93.0,96.01186156728241,103.78405546306014,-0.04395211379609645,0.03956339613351909
94.0,95.96789811672613,103.82360660428199,-0.04397478731644516,0.03953888631017612
95.0,95.92391199764587,103.86313323079963,-0.043997450844060974,0.03951436672510944
96.0,95.87990322003515,103.90263533285183,-0.044020104377405646,0.039489837379269796
97.0,95.83587179388897,103.94211290067827,-0.04404274791493756,0.0394652982736051
98.0,95.79181772920394,103.9815659245196,-0.04406538145511171,0.03944074940906043
99.0,95.7477410359782,104.02099439461742,-0.04408800499637967,0.03941619078657803
100.0,95.70364172421141,104.06039830121425,-0.04411061853718962,0.039391622407097315
101.0,95.65951980390481,104.09977763455358,-0.04413322207598634,0.03936704427155487
102.0,95.61537528506122,104.1391323848798,-0.044155815611211194,0.039342456380884454
103.0,95.57120817768497,104.17846254243825,-0.04417839914130213,0.03931785873601701
104.0,95.52701849178197,104.2177680974752,-0.044200972664693694,0.03929325133788065
105.0,95.48280623735972,104.25704904023785,-0.044223536179817,0.03926863418740068
106.0,95.43857142442727,104.2963053609743,-0.04424608968509975,0.0392440072854996
107.0,95.39431406299524,104.3355370499336,-0.04426863317896622,0.03921937063309708
108.0,95.35003416307583,104.3747440973657,-0.044291166659837254,0.03919472423110999
109.0,95.30573173468285,104.41392649352149,-0.04431369012613027,0.039170068080452404
110.0,95.26140678783166,104.45308422865273,-0.04433620357625925,0.039145402182035584
111.0,95.21705933253921,104.49221729301213,-0.04435870700863475,0.039120726536767986
112.0,95.17268937882406,104.5313256768533,-0.04438120042166387,0.03909604114555529
113.0,95.12829693670635,104.57040937043072,-0.04440368381375028,0.03907134600930036
114.0,95.08388201620782,104.60946836399982,-0.0444261571832942,0.039046641128903284
115.0,95.03944462735183,104.64850264781691,-0.0444486205286924,0.03902192650526136
116.0,94.9949847801633,104.68751221213918,-0.04447107384833819,0.03899720213926909
117.0,94.95050248466883,104.72649704722473,-0.044493517140621455,0.038972468031818204
118.0,94.90599775089656,104.76545714333254,-0.04451595040392859,0.038947724183797654
119.0,94.86147058887627,104.80439249072249,-0.04453837363664254,0.0389229705960936
120.0,94.81692100863938,104.84330307965533,-0.0445607868371428,0.03889820726958944
121.0,94.77234902021891,104.8821889003927,-0.044583190003805374,0.0388734342051658
