t,x,y,dxdt,dydt
0.0,1.0,0.3,-0.004,-0.001
0.05,0.9997999855294515,0.2999499646881983,-0.004000578821941311,-0.0010014124720672327
0.1,0.999599942119431,0.2998998587389902,-0.00400115757887499,-0.0010028254962558695
0.15000000000000002,0.9993998697731931,0.29984968212474694,-0.00400173627064516,-0.0010042390734755252
0.2,0.9991997684939996,0.29979943481779414,-0.004002314897095206,-0.001005653204637318
0.25,0.9989996382851205,0.2997491167904119,-0.004002893458067777,-0.0010070678906538726
0.3,0.9987994791498337,0.29969872801483455,-0.004003471953404776,-0.0010084831324393248
0.35,0.9985992910914249,0.2996482684632508,-0.004004050382947364,-0.0010098989309093246
0.39999999999999997,0.9983990741131877,0.29959773810780355,-0.004004628746535956,-0.0010113152869810408
0.44999999999999996,0.9981988282184241,0.2995471369205897,-0.004005207044010217,-0.0010127322015731645
0.49999999999999994,0.9979985534104436,0.2994964648736602,-0.004005785275209062,-0.0010141496756059134
0.5499999999999999,0.9977982496925641,0.29944572193902,-0.004006363439970653,-0.0010155677100010352
0.6,0.9975979170681115,0.29939490808862795,-0.004006941538132398,-0.0010169863056818122
0.65,0.99739755554042,0.2993440232943966,-0.004007519569530944,-0.0010184054635730647
0.7000000000000001,0.9971971651128316,0.29929306752819224,-0.004008097534002182,-0.0010198251846011551
0.7500000000000001,0.996996745788697,0.29924204076183486,-0.004008675431381238,-0.0010212454696939925
0.8000000000000002,0.9967962975713749,0.299190942967098,-0.004009253261502474,-0.0010226663197810356
0.8500000000000002,0.9965958204642323,0.29913977411570863,-0.004009831024199486,-0.0010240877357932973
0.9000000000000002,0.9963953144706448,0.2990885341793472,-0.004010408719305101,-0.001025509718663349
0.9500000000000003,0.9961947795939958,0.2990372231296475,-0.004010986346651373,-0.0010269322693253246
1.0000000000000002,0.9959942158376778,0.29898584093819647,-0.004011563906069582,-0.0010283553887149234
1.0500000000000003,0.9957936232050912,0.29893438757653434,-0.004012141397390236,-0.0010297790777694159
1.1000000000000003,0.9955930016996454,0.2988828630161544,-0.004012718820443058,-0.0010312033374276464
1.1500000000000004,0.9953923513247579,0.29883126722850295,-0.004013296175056996,-0.0010326281686300382
1.2000000000000004,0.995191672083855,0.29877960018497923,-0.004013873461060211,-0.0010340535723185966
1.2500000000000004,0.9949909639803715,0.29872786185693534,-0.004014450678280079,-0.001035479549436914
1.3000000000000005,0.9947902270177509,0.29867605221567617,-0.004015027826543189,-0.0010369061009301737
1.3500000000000005,0.9945894611994455,0.29862417123245927,-0.004015604905675338,-0.0010383332277451535
1.4000000000000006,0.994388666528916,0.2985722188784949,-0.004016181915501533,-0.0010397609308302304
1.4500000000000006,0.9941878430096324,0.29852019512494576,-0.004016758855845981,-0.0010411892111353849
1.5000000000000007,0.9939869906450729,0.29846809994292706,-0.004017335726532095,-0.0010426180696122044
1.5500000000000007,0.993786109438725,0.2984159333035064,-0.004017912527382487,-0.0010440475072138883
1.6000000000000008,0.993585199394085,0.29836369517770367,-0.0040184892582189645,-0.0010454775248952513
1.6500000000000008,0.9933842605146579,0.29831138553649095,-0.0040190659188625326,-0.0010469081236127288
1.7000000000000008,0.993183292803958,0.2982590043507925,-0.004019642509133387,-0.0010483393043243796
1.7500000000000009,0.9929822962655084,0.2982065515914846,-0.004020219028850914,-0.0010497710679898912
1.800000000000001,0.9927812709028413,0.2981540272293956,-0.004020795477833686,-0.0010512034155705837
1.850000000000001,0.9925802167194979,0.2981014312353056,-0.004021371855899463,-0.0010526363480294143
1.900000000000001,0.9923791337190287,0.2980487635799466,-0.004021948162865186,-0.001054069866330981
1.950000000000001,0.9921780219049935,0.2979960242340023,-0.004022524398546974,-0.0010555039714415277
2.000000000000001,0.9919768812809608,0.297943213168108,-0.004023100562760125,-0.0010569386643289474
2.0500000000000007,0.9917757118505088,0.29789033035285073,-0.004023676655319113,-0.0010583739459627877
2.1000000000000005,0.9915745136172249,0.2978373757587688,-0.0040242526760375825,-0.0010598098173142544
2.1500000000000004,0.9913732865847058,0.297784349356352,-0.004024828624728349,-0.0010612462793562157
2.2,0.9911720307565575,0.29773125111604154,-0.004025404501203394,-0.0010626833330632073
2.25,0.9909707461363956,0.2976780810082297,-0.004025980305273864,-0.0010641209794114358
2.3,0.990769432727845,0.2976248390032599,-0.004026556036750067,-0.001065559219378784
2.3499999999999996,0.9905680905345402,0.2975715250714268,-0.0040271316954414715,-0.0010669980539448145
2.3999999999999995,0.9903667195601252,0.2975181391829759,-0.004027707281156702,-0.0010684374840907748
2.4499999999999993,0.9901653198082537,0.29746468130810366,-0.004028282793703537,-0.0010698775107996009
2.499999999999999,0.9899638912825889,0.2974111514169573,-0.0040288582328889076,-0.0010713181350559223
2.549999999999999,0.9897624339868036,0.2973575494796347,-0.004029433598518891,-0.0010727593578460665
2.5999999999999988,0.9895609479245807,0.29730387546618464,-0.004030008890398715,-0.0010742011801580633
2.6499999999999986,0.9893594330996124,0.29725012934660616,-0.004030584108332747,-0.0010756436029816488
2.6999999999999984,0.9891578895156009,0.29719631109084893,-0.004031159252124496,-0.0010770866273082708
2.7499999999999982,0.9889563171762584,0.29714242066881297,-0.004031734321576612,-0.0010785302541310923
2.799999999999998,0.9887547160853067,0.29708845805034856,-0.004032309316490877,-0.0010799744844449967
2.849999999999998,0.9885530862464778,0.29703442320525625,-0.004032884236668208,-0.0010814193192465924
2.8999999999999977,0.9883514276635134,0.29698031610328673,-0.004033459081908651,-0.0010828647595342166
2.9499999999999975,0.9881497403401653,0.2969261367141407,-0.004034033852011381,-0.0010843108063079406
